sexe;enfant_conduite_accompagne;usage_vehicule;type_vehicule;est_rouge;age_vehicule;date_demande;etat_dossier;formule;tarif_devis;Id_Anonyme;Info Enfants;Revenus_Tranche
M;0;Private;Minivan;yes;5.0;11/01/2021 03:41;complet;dev_integral;327.39;8753;"""Non""";"""40_60k"""
M;0;Commercial;Pickup;no;16.0;22/01/2020 03:20;complet;dev_integral;312.36;8754;"""Non""";"""60k+"""
F;0;Commercial;Panel Truck;yes;15.0;05/02/2020 06:28;complet;dev_integral;289.26;8755;"""Non""";"""60k+"""
M;0;Private;Minivan;yes;6.0;04/10/2021 08:17;complet;dev_integral;316.26;8756;"""Oui""";"""20_40k"""
F;0;Private;Minivan;no;14.0;31/03/2020 13:08;complet;dev_express;255.96;8757;"""Non""";"""20_40k"""
F;0;Commercial;Panel Truck;yes;1.0;27/12/2019 03:56;complet;dev_integral;282.28;8758;"""Non""";"""20_40k"""
F;0;Commercial;Van;no;17.0;26/02/2020 15:13;complet;dev_express;254.75;8759;"""Oui""";"""60k+"""
F;0;Private;Pickup;yes;14.0;19/12/2021 13:44;complet;dev_express;273.99;8760;"""Non""";"""40_60k"""
M;0;Commercial;Panel Truck;yes;;10/07/2021 13:02;complet;dev_express;271.32;8761;"""Non""";"""60k+"""
M;0;Private;Minivan;no;1.0;01/04/2020 20:55;complet;dev_integral;314.76;8762;"""Non""";"""20_40k"""
F;0;Private;Sports Car;no;11.0;01/12/2019 15:03;complet;dev_express;283.24;8763;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;1.0;29/06/2019 20:33;complet;dev_express;255.25;8764;"""Oui""";"""20_40k"""
M;0;Commercial;Sports Car;no;7.0;07/10/2020 19:10;incomplet;dev_express;271.18;8765;"""Non""";"""60k+"""
M;0;Commercial;z_SUV;no;5.0;01/07/2021 06:53;complet;dev_express;280.6;8766;"""Non""";"""20_40k"""
M;0;Private;Pickup;yes;1.0;30/04/2022 20:11;complet;dev_express;269.07;8767;"""Oui""";"""20_40k"""
F;0;Commercial;Pickup;no;11.0;21/05/2021 02:09;complet;dev_integral;338.73;8768;"""Non""";"""40_60k"""
F;0;Commercial;Pickup;yes;1.0;30/01/2020 00:09;complet;dev_integral;326.76;8769;"""Non""";"""40_60k"""
M;0;Commercial;Panel Truck;yes;20.0;07/09/2019 11:36;complet;dev_express;271.9;8770;"""Non""";"""60k+"""
F;0;Private;Pickup;no;-3.0;18/01/2021 08:39;incomplet;dev_integral;310.68;8771;"""Non""";"""40_60k"""
M;0;Private;z_SUV;no;16.0;04/02/2020 21:06;complet;dev_integral;305.29;8772;"""Non""";"""60k+"""
M;1;Private;Minivan;no;10.0;28/05/2021 01:04;complet;dev_express;258.3;8773;"""Oui""";"""60k+"""
M;1;Private;Pickup;yes;1.0;16/10/2021 15:05;incomplet;dev_integral;303.19;8774;"""Oui""";"""0-20k"""
M;0;Commercial;Van;yes;5.0;15/02/2020 08:56;incomplet;dev_express;283.64;8775;"""Non""";"""60k+"""
M;0;Private;Minivan;no;14.0;28/06/2019 09:41;complet;dev_express;262.08;8776;"""Oui""";"""60k+"""
F;0;Private;Minivan;no;17.0;25/02/2022 11:45;complet;dev_express;259.39;8777;"""Non""";"""60k+"""
M;0;Commercial;Panel Truck;no;7.0;13/01/2022 05:27;incomplet;dev_express;269.44;8778;"""Oui""";"""40_60k"""
F;0;Private;Minivan;yes;11.0;28/08/2021 19:39;complet;dev_express;276.04;8779;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;18.0;28/05/2021 10:39;complet;dev_express;262.28;8780;"""Oui""";"""60k+"""
M;0;Commercial;Pickup;no;23.0;28/05/2019 15:18;complet;dev_integral;317.12;8781;"""Non""";"""60k+"""
M;0;Private;Pickup;yes;17.0;28/10/2020 07:13;incomplet;dev_integral;319.55;8782;"""Non""";"""40_60k"""
F;0;Private;Sports Car;no;;21/12/2021 03:44;complet;dev_express;273.93;8783;"""Oui""";"""0-20k"""
M;0;Private;Van;no;10.0;10/06/2020 15:07;complet;dev_integral;316.48;8784;"""Non""";"""60k+"""
F;3;Private;Minivan;yes;1.0;22/07/2020 10:45;complet;dev_integral;336.23;8785;"""Oui""";"""40_60k"""
M;0;Commercial;Sports Car;no;8.0;17/10/2021 18:18;complet;dev_premium;396.51;8786;"""Non""";Non renseigné
M;0;Commercial;Panel Truck;yes;10.0;06/05/2019 23:51;complet;dev_premium;442.58;8787;"""Non""";"""40_60k"""
F;0;Private;Minivan;no;1.0;06/05/2022 12:51;complet;dev_integral;333.57;8788;"""Non""";"""20_40k"""
F;0;Private;Minivan;no;7.0;25/09/2019 03:44;complet;dev_integral;303.05;8789;"""Non""";"""40_60k"""
F;0;Commercial;Panel Truck;no;1.0;01/05/2019 01:19;complet;dev_integral;306.04;8790;"""Oui""";"""0-20k"""
M;0;Private;Sports Car;no;1.0;07/04/2020 07:47;complet;dev_integral;313.72;8791;"""Non""";"""0-20k"""
M;0;Private;Pickup;yes;12.0;04/04/2019 02:31;complet;dev_express;277.13;8792;"""Non""";"""60k+"""
F;0;Private;Minivan;yes;1.0;23/05/2019 07:43;complet;dev_integral;309.02;8793;"""Oui""";"""20_40k"""
M;0;Private;Minivan;yes;1.0;28/05/2022 07:00;incomplet;dev_express;272.58;8794;"""Non""";"""60k+"""
M;1;Private;z_SUV;no;1.0;24/05/2020 23:37;complet;dev_express;262.83;8795;"""Oui""";"""0-20k"""
F;0;Private;Sports Car;no;;24/03/2021 05:22;complet;dev_integral;296.56;8796;"""Non""";"""20_40k"""
F;2;Commercial;Pickup;no;13.0;31/10/2020 03:04;complet;dev_express;272.35;8797;"""Oui""";"""40_60k"""
M;0;Private;z_SUV;no;14.0;01/07/2020 00:43;incomplet;dev_integral;299.48;8798;"""Non""";"""60k+"""
F;0;Private;Minivan;no;13.0;13/12/2021 17:52;incomplet;dev_express;269.6;8799;"""Oui""";"""60k+"""
M;0;Private;Pickup;no;6.0;24/03/2019 12:02;complet;dev_express;271.95;8800;"""Non""";"""40_60k"""
F;0;Commercial;Panel Truck;yes;18.0;02/05/2020 23:25;complet;dev_express;283.74;8801;"""Non""";"""60k+"""
M;0;Commercial;Van;no;1.0;09/10/2020 15:43;complet;dev_express;272.11;8802;"""Non""";"""40_60k"""
M;0;Private;z_SUV;no;15.0;25/02/2020 00:50;incomplet;dev_express;276.3;8803;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;8.0;27/04/2021 10:45;complet;dev_integral;306.56;8804;"""Non""";"""60k+"""
F;2;Commercial;Panel Truck;no;1.0;02/05/2021 10:23;complet;dev_express;252.32;8805;"""Oui""";"""20_40k"""
M;2;Commercial;Pickup;no;8.0;21/05/2021 07:47;complet;dev_express;278.36;8806;"""Oui""";"""40_60k"""
F;0;Commercial;Minivan;no;1.0;26/02/2020 07:07;incomplet;dev_integral;300.58;8807;"""Non""";"""20_40k"""
F;2;Private;Pickup;yes;1.0;16/03/2022 23:26;complet;dev_integral;337.47;8808;"""Oui""";"""0-20k"""
M;0;Private;z_SUV;no;7.0;12/07/2020 09:10;complet;dev_premium;353.36;8809;"""Oui""";"""0-20k"""
F;0;Private;z_SUV;no;8.0;08/01/2021 03:38;complet;dev_premium;336.6;8810;"""Oui""";"""20_40k"""
M;0;Private;Minivan;no;1.0;08/11/2021 07:18;complet;dev_express;256.79;8811;"""Oui""";"""0-20k"""
M;0;Commercial;Van;yes;7.0;18/05/2021 04:13;complet;dev_express;279.24;8812;"""Non""";"""60k+"""
F;0;Private;Minivan;no;7.0;06/04/2022 16:10;complet;dev_integral;303.78;8813;"""Non""";"""20_40k"""
F;0;Private;Minivan;no;13.0;06/03/2022 01:34;complet;dev_integral;324.92;8814;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;6.0;02/04/2021 20:58;complet;dev_express;282.56;8815;"""Non""";"""20_40k"""
M;1;Private;Minivan;yes;5.0;09/09/2019 07:31;complet;dev_express;283.58;8816;"""Oui""";"""0-20k"""
F;0;Private;Minivan;yes;16.0;07/11/2020 19:48;complet;dev_vip;785.43;8817;"""Non""";"""60k+"""
M;3;Private;z_SUV;no;1.0;20/04/2021 03:03;incomplet;dev_integral;314.29;8818;"""Non""";"""20_40k"""
F;0;Commercial;Van;yes;5.0;28/08/2021 11:33;complet;dev_integral;322.48;8819;"""Non""";"""60k+"""
M;0;Private;Sports Car;no;1.0;05/10/2021 01:13;complet;dev_express;280.45;8820;"""Non""";"""60k+"""
F;0;Private;Minivan;no;11.0;21/08/2019 12:14;complet;dev_integral;301.45;8821;"""Non""";"""60k+"""
F;2;Commercial;z_SUV;no;7.0;28/01/2020 12:33;complet;dev_integral;329.69;8822;"""Oui""";"""60k+"""
F;0;Private;z_SUV;no;12.0;30/11/2021 10:46;complet;dev_integral;316.56;8823;"""Non""";Non renseigné
M;0;Private;Minivan;yes;16.0;04/03/2022 02:26;complet;dev_express;274.66;8824;"""Non""";"""60k+"""
F;0;Private;Pickup;no;8.0;23/10/2021 05:29;complet;dev_express;282.96;8825;"""Oui""";"""0-20k"""
F;1;Commercial;z_SUV;no;12.0;10/10/2019 07:25;complet;dev_integral;313.74;8826;"""Oui""";"""40_60k"""
F;1;Private;Sports Car;no;14.0;24/07/2020 15:08;complet;dev_express;257.26;8827;"""Oui""";"""40_60k"""
M;0;Private;z_SUV;no;;18/08/2019 14:33;complet;dev_integral;335.12;8828;"""Non""";"""60k+"""
F;0;Commercial;Minivan;yes;1.0;06/11/2020 23:42;incomplet;dev_integral;298.22;8829;"""Non""";"""20_40k"""
M;0;Private;Pickup;yes;7.0;14/07/2021 17:53;complet;dev_express;281.15;8830;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;10.0;06/05/2022 07:53;complet;dev_express;253.7;8831;"""Non""";"""60k+"""
M;0;Commercial;Van;no;15.0;12/04/2020 04:35;complet;dev_express;279.29;8832;"""Non""";"""60k+"""
F;0;Commercial;Panel Truck;no;17.0;23/07/2020 01:08;complet;dev_express;282.43;8833;"""Non""";"""60k+"""
M;0;Commercial;Van;no;10.0;19/11/2019 09:38;complet;dev_express;261.0;8834;"""Non""";"""60k+"""
M;0;Private;Minivan;yes;11.0;06/10/2021 17:50;complet;dev_express;263.11;8835;"""Non""";"""60k+"""
M;0;Commercial;Pickup;no;1.0;23/10/2021 01:23;complet;dev_integral;283.08;8836;"""Non""";"""0-20k"""
F;0;Private;Minivan;yes;1.0;24/05/2019 14:21;complet;dev_integral;308.34;8837;"""Oui""";"""40_60k"""
M;0;Private;z_SUV;no;5.0;16/12/2019 15:50;complet;dev_integral;310.71;8838;"""Non""";"""40_60k"""
M;0;Commercial;Minivan;yes;9.0;28/07/2019 13:44;complet;dev_premium;351.29;8839;"""Oui""";"""60k+"""
M;0;Private;Pickup;no;13.0;27/12/2020 15:13;complet;dev_integral;284.8;8840;"""Non""";"""60k+"""
F;0;Commercial;Sports Car;no;;14/07/2020 17:42;incomplet;dev_express;265.96;8841;"""Oui""";"""60k+"""
M;0;Private;Van;no;12.0;23/06/2020 11:34;complet;dev_integral;295.62;8842;"""Non""";"""60k+"""
M;0;Private;Minivan;no;1.0;12/07/2021 07:31;complet;dev_premium;368.02;8843;"""Non""";Non renseigné
M;0;Private;z_SUV;no;1.0;30/06/2019 21:59;complet;dev_premium;534.11;8844;"""Non""";"""20_40k"""
M;0;Private;z_SUV;no;18.0;13/05/2021 16:35;complet;dev_express;279.82;8845;"""Non""";"""40_60k"""
M;0;Private;z_SUV;no;;25/05/2019 01:05;complet;dev_express;271.34;8846;"""Oui""";"""40_60k"""
M;0;Commercial;Van;yes;20.0;11/04/2019 19:42;complet;dev_express;257.94;8847;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;1.0;27/04/2021 04:53;complet;dev_premium;454.97;8848;"""Non""";"""20_40k"""
F;0;Private;Pickup;no;21.0;01/02/2022 02:51;complet;dev_integral;324.12;8849;"""Oui""";"""60k+"""
F;0;Private;z_SUV;no;7.0;19/11/2019 07:57;complet;dev_express;266.34;8850;"""Non""";"""40_60k"""
F;0;Private;Pickup;no;10.0;13/07/2020 16:21;complet;dev_integral;325.53;8851;"""Non""";"""60k+"""
M;0;Commercial;Panel Truck;no;17.0;11/12/2020 17:13;complet;dev_express;261.84;8852;"""Non""";"""60k+"""
M;0;Private;Sports Car;no;;01/07/2020 21:28;incomplet;dev_integral;304.86;8853;"""Non""";"""60k+"""
F;0;Commercial;z_SUV;no;1.0;29/09/2020 07:30;complet;dev_integral;281.56;8854;"""Oui""";"""60k+"""
M;0;Commercial;Panel Truck;yes;5.0;07/06/2019 07:48;complet;dev_premium;500.93;8855;"""Oui""";"""0-20k"""
M;0;Commercial;Pickup;no;1.0;11/05/2021 11:01;complet;dev_integral;322.92;8856;"""Oui""";Non renseigné
F;0;Commercial;Pickup;yes;7.0;08/04/2019 02:38;complet;dev_premium;414.58;8857;"""Oui""";"""20_40k"""
F;0;Commercial;Pickup;yes;13.0;09/05/2019 08:54;complet;dev_express;260.36;8858;"""Oui""";"""60k+"""
M;0;Commercial;Panel Truck;no;23.0;16/03/2022 12:50;complet;dev_express;251.99;8859;"""Oui""";"""60k+"""
M;0;Private;z_SUV;no;13.0;09/10/2021 06:07;complet;dev_express;279.23;8860;"""Non""";"""60k+"""
M;0;Private;Minivan;yes;12.0;27/08/2021 10:16;incomplet;dev_express;256.73;8861;"""Non""";"""40_60k"""
M;0;Private;z_SUV;no;1.0;06/12/2021 00:50;complet;dev_premium;436.37;8862;"""Non""";Non renseigné
M;0;Commercial;Pickup;yes;1.0;31/05/2020 09:32;complet;dev_integral;299.43;8863;"""Oui""";"""0-20k"""
F;0;Commercial;Panel Truck;no;8.0;13/03/2022 03:20;complet;dev_premium;390.63;8864;"""Non""";"""40_60k"""
M;0;Private;Sports Car;no;9.0;25/05/2019 18:37;complet;dev_integral;290.34;8865;"""Non""";"""60k+"""
F;0;Private;Minivan;no;1.0;11/04/2021 16:12;incomplet;dev_integral;328.23;8866;"""Non""";"""40_60k"""
F;2;Private;Minivan;no;8.0;03/09/2020 08:57;complet;dev_express;264.99;8867;"""Oui""";"""60k+"""
M;0;Private;Minivan;yes;;21/01/2021 16:41;complet;dev_express;253.13;8868;"""Non""";"""40_60k"""
F;0;Private;Minivan;no;14.0;14/05/2022 01:43;incomplet;dev_integral;324.86;8869;"""Oui""";"""60k+"""
F;2;Private;Sports Car;no;7.0;24/07/2019 08:54;complet;dev_integral;303.38;8870;"""Oui""";"""0-20k"""
M;0;Private;Minivan;yes;22.0;02/08/2019 09:54;complet;dev_express;264.01;8871;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;1.0;02/03/2020 16:33;complet;dev_premium;441.71;8872;"""Oui""";"""40_60k"""
F;1;Commercial;Van;no;1.0;14/03/2020 18:05;complet;dev_integral;326.66;8873;"""Oui""";Non renseigné
M;0;Private;Minivan;no;10.0;26/06/2021 23:41;complet;dev_express;272.31;8874;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;14.0;21/09/2019 21:45;complet;dev_express;271.59;8875;"""Non""";"""60k+"""
M;0;Commercial;Pickup;no;1.0;16/04/2022 09:07;complet;dev_integral;335.07;8876;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;7.0;23/07/2019 22:46;complet;dev_integral;324.04;8877;"""Non""";"""20_40k"""
M;0;Commercial;Panel Truck;yes;1.0;05/03/2022 10:49;complet;dev_express;277.84;8878;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;1.0;27/09/2021 22:32;complet;dev_integral;337.67;8879;"""Oui""";"""40_60k"""
M;2;Private;Minivan;yes;19.0;04/11/2019 19:25;complet;dev_integral;305.64;8880;"""Oui""";"""60k+"""
F;0;Private;Sports Car;no;11.0;03/12/2021 01:07;incomplet;dev_premium;449.68;8881;"""Non""";"""60k+"""
M;0;Commercial;Van;yes;18.0;26/04/2020 21:03;complet;dev_express;259.9;8882;"""Non""";"""40_60k"""
M;0;Commercial;Minivan;yes;1.0;22/08/2020 15:04;complet;dev_express;262.52;8883;"""Non""";"""40_60k"""
F;0;Private;Minivan;yes;14.0;22/10/2019 04:26;complet;dev_express;268.82;8884;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;1.0;27/09/2021 00:57;incomplet;dev_integral;332.0;8885;"""Oui""";"""0-20k"""
M;0;Commercial;Panel Truck;yes;8.0;21/05/2019 17:14;complet;dev_express;250.39;8886;"""Non""";Non renseigné
F;0;Commercial;Van;yes;20.0;13/09/2020 07:32;complet;dev_express;284.68;8887;"""Non""";"""60k+"""
F;0;Private;Minivan;no;;07/12/2020 11:10;complet;dev_express;256.42;8888;"""Non""";Non renseigné
M;0;Private;Sports Car;no;1.0;29/04/2019 00:01;complet;dev_premium;509.21;8889;"""Oui""";"""40_60k"""
F;0;Commercial;Pickup;yes;9.0;11/12/2020 06:25;complet;dev_integral;305.33;8890;"""Non""";"""20_40k"""
F;0;Private;z_SUV;no;14.0;23/09/2019 19:09;complet;dev_integral;306.74;8891;"""Non""";"""60k+"""
F;0;Commercial;Panel Truck;yes;1.0;21/06/2020 02:25;complet;dev_express;281.48;8892;"""Oui""";"""60k+"""
M;0;Private;Minivan;no;17.0;19/03/2022 05:51;complet;dev_express;278.36;8893;"""Non""";"""60k+"""
M;0;Private;Pickup;no;;09/07/2020 13:34;complet;dev_express;284.47;8894;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;17.0;02/03/2020 12:42;complet;dev_integral;323.43;8895;"""Non""";"""0-20k"""
M;0;Commercial;z_SUV;no;9.0;25/12/2020 18:54;complet;dev_integral;284.59;8896;"""Non""";"""60k+"""
M;2;Private;z_SUV;no;12.0;14/04/2021 12:04;complet;dev_premium;473.39;8897;"""Oui""";"""20_40k"""
F;2;Private;Minivan;no;1.0;20/12/2019 17:31;complet;dev_express;256.39;8898;"""Oui""";"""40_60k"""
M;0;Commercial;Pickup;no;9.0;27/04/2021 04:59;complet;dev_express;257.17;8899;"""Oui""";"""0-20k"""
M;0;Private;Sports Car;no;21.0;03/12/2021 15:39;complet;dev_integral;314.25;8900;"""Non""";"""20_40k"""
F;0;Private;Pickup;no;;25/09/2019 00:27;complet;dev_integral;282.29;8901;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;14.0;17/10/2020 05:31;complet;dev_integral;318.07;8902;"""Oui""";"""60k+"""
F;0;Commercial;Pickup;yes;1.0;04/05/2020 19:07;complet;dev_premium;474.73;8903;"""Oui""";"""0-20k"""
M;1;Private;z_SUV;no;7.0;03/07/2020 01:17;complet;dev_express;280.41;8904;"""Oui""";"""20_40k"""
F;0;Private;Minivan;no;10.0;23/03/2020 16:51;complet;dev_integral;307.7;8905;"""Non""";"""60k+"""
M;0;Private;Pickup;no;11.0;24/11/2019 03:55;incomplet;dev_integral;325.28;8906;"""Oui""";"""40_60k"""
F;1;Commercial;Panel Truck;no;9.0;22/09/2021 20:48;complet;dev_vip;646.25;8907;"""Oui""";"""60k+"""
F;0;Commercial;Pickup;no;1.0;01/05/2022 13:37;complet;dev_premium;443.86;8908;"""Oui""";"""0-20k"""
M;0;Private;Sports Car;no;8.0;14/05/2020 10:03;complet;dev_express;263.66;8909;"""Non""";"""40_60k"""
M;0;Commercial;Sports Car;no;9.0;19/01/2022 12:58;complet;dev_integral;334.8;8910;"""Non""";"""20_40k"""
F;0;Private;Minivan;no;;21/08/2020 19:04;complet;dev_express;271.1;8911;"""Non""";"""40_60k"""
M;0;Commercial;z_SUV;no;1.0;04/02/2021 04:56;complet;dev_integral;315.64;8912;"""Non""";"""0-20k"""
M;0;Commercial;Minivan;no;;02/10/2021 02:10;complet;dev_express;265.73;8913;"""Non""";"""40_60k"""
M;0;Commercial;Pickup;yes;1.0;31/10/2019 14:52;incomplet;dev_integral;322.86;8914;"""Non""";"""40_60k"""
F;0;Private;z_SUV;no;1.0;08/08/2020 03:22;complet;dev_integral;295.37;8915;"""Non""";"""40_60k"""
F;0;Private;z_SUV;no;12.0;07/07/2020 14:31;complet;dev_express;275.17;8916;"""Non""";"""20_40k"""
F;1;Private;z_SUV;no;12.0;24/04/2020 21:41;complet;dev_integral;320.41;8917;"""Oui""";"""40_60k"""
F;0;Private;z_SUV;no;10.0;05/10/2020 01:16;complet;dev_express;260.41;8918;"""Oui""";"""60k+"""
M;0;Commercial;Sports Car;no;1.0;25/11/2020 19:54;complet;dev_integral;291.7;8919;"""Oui""";"""40_60k"""
M;0;Commercial;Minivan;yes;11.0;05/11/2019 11:38;complet;dev_express;268.88;8920;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;11.0;18/01/2022 02:56;incomplet;dev_premium;451.83;8921;"""Non""";"""0-20k"""
F;0;Private;Pickup;no;2.0;16/06/2021 17:59;complet;dev_integral;286.61;8922;"""Oui""";"""60k+"""
F;0;Private;Sports Car;no;13.0;28/10/2021 07:51;complet;dev_express;255.89;8923;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;5.0;10/01/2020 21:54;incomplet;dev_integral;325.52;8924;"""Non""";"""20_40k"""
F;0;Private;Minivan;yes;12.0;12/09/2019 03:14;complet;dev_express;279.35;8925;"""Non""";"""60k+"""
F;0;Commercial;Sports Car;no;;20/06/2019 19:17;complet;dev_integral;303.64;8926;"""Oui""";"""40_60k"""
F;0;Private;Pickup;yes;11.0;23/01/2022 02:06;complet;dev_integral;283.24;8927;"""Non""";"""20_40k"""
M;0;Private;Minivan;no;14.0;07/02/2020 18:45;complet;dev_express;278.98;8928;"""Non""";"""60k+"""
F;0;Private;Pickup;no;6.0;29/05/2019 02:52;complet;dev_express;250.31;8929;"""Non""";"""20_40k"""
F;1;Private;Minivan;no;6.0;01/08/2020 12:33;complet;dev_express;255.08;8930;"""Oui""";"""0-20k"""
F;0;Private;Sports Car;no;1.0;17/12/2021 01:21;complet;dev_integral;339.22;8931;"""Non""";"""40_60k"""
F;0;Commercial;z_SUV;no;8.0;09/03/2021 20:07;complet;dev_integral;326.65;8932;"""Non""";Non renseigné
M;1;Private;Sports Car;no;1.0;29/03/2021 16:39;complet;dev_express;258.71;8933;"""Oui""";"""0-20k"""
M;0;Private;Sports Car;no;21.0;29/01/2021 15:55;complet;dev_premium;490.8;8934;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;22.0;29/10/2019 21:13;complet;dev_express;283.58;8935;"""Non""";"""0-20k"""
F;0;Commercial;Minivan;no;6.0;29/10/2019 20:23;complet;dev_premium;340.42;8936;"""Oui""";"""0-20k"""
M;2;Private;Minivan;yes;15.0;02/04/2019 03:09;complet;dev_express;279.1;8937;"""Oui""";"""40_60k"""
M;0;Private;Sports Car;no;8.0;24/03/2019 17:15;complet;dev_integral;307.88;8938;"""Non""";"""20_40k"""
F;0;Private;Minivan;no;13.0;20/09/2021 07:22;complet;dev_express;268.0;8939;"""Non""";"""60k+"""
M;2;Private;z_SUV;no;4.0;02/07/2020 04:25;complet;dev_integral;334.01;8940;"""Oui""";"""40_60k"""
F;0;Private;Minivan;no;19.0;11/11/2020 17:20;incomplet;dev_express;271.2;8941;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;15.0;12/06/2019 15:01;complet;dev_vip;698.71;8942;"""Non""";"""40_60k"""
F;0;Private;Minivan;no;1.0;15/03/2022 01:06;complet;dev_integral;288.43;8943;"""Non""";Non renseigné
F;0;Private;Minivan;yes;13.0;25/08/2019 23:12;complet;dev_integral;339.44;8944;"""Non""";"""40_60k"""
F;0;Private;z_SUV;no;1.0;30/03/2021 12:08;complet;dev_integral;337.52;8945;"""Oui""";"""20_40k"""
F;0;Private;Minivan;no;1.0;20/01/2021 19:23;complet;dev_integral;289.84;8946;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;;04/03/2020 05:47;complet;dev_express;274.64;8947;"""Oui""";"""0-20k"""
F;0;Private;z_SUV;no;1.0;12/01/2020 23:37;complet;dev_integral;322.93;8948;"""Oui""";"""20_40k"""
F;0;Private;Minivan;yes;7.0;24/12/2021 15:59;incomplet;dev_premium;463.15;8949;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;1.0;26/11/2019 11:00;complet;dev_express;284.65;8950;"""Oui""";"""20_40k"""
M;0;Commercial;z_SUV;no;9.0;06/05/2019 23:04;incomplet;dev_integral;328.77;8951;"""Oui""";"""60k+"""
F;0;Commercial;Van;yes;1.0;18/03/2020 04:19;complet;dev_premium;500.43;8952;"""Non""";"""60k+"""
M;0;Commercial;Van;yes;10.0;17/04/2020 00:10;complet;dev_integral;313.15;8953;"""Non""";"""60k+"""
M;0;Private;Pickup;no;7.0;03/05/2020 04:18;complet;dev_premium;374.47;8954;"""Oui""";"""20_40k"""
F;0;Private;z_SUV;no;11.0;04/11/2020 14:45;complet;dev_express;279.18;8955;"""Non""";"""0-20k"""
F;0;Private;z_SUV;yes;20.0;29/03/2021 16:11;complet;dev_integral;336.82;8956;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;8.0;04/01/2022 19:35;incomplet;dev_express;271.96;8957;"""Non""";"""0-20k"""
F;0;Private;z_SUV;no;1.0;25/01/2021 12:48;complet;dev_integral;325.68;8958;"""Oui""";"""20_40k"""
M;0;Private;Sports Car;no;1.0;01/04/2021 05:45;complet;dev_premium;357.8;8959;"""Oui""";"""0-20k"""
M;0;Commercial;Pickup;no;11.0;22/04/2020 04:48;complet;dev_express;257.43;8960;"""Non""";"""20_40k"""
F;0;Commercial;Sports Car;no;1.0;14/01/2022 13:28;complet;dev_integral;303.24;8961;"""Non""";"""40_60k"""
F;0;Private;Minivan;yes;8.0;01/09/2020 06:49;complet;dev_integral;304.76;8962;"""Non""";"""0-20k"""
M;0;Private;Sports Car;no;1.0;22/01/2022 06:26;complet;dev_express;275.75;8963;"""Non""";"""20_40k"""
F;0;Private;Sports Car;no;15.0;03/03/2022 16:50;complet;dev_integral;282.45;8964;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;8.0;01/04/2022 06:27;complet;dev_integral;310.43;8965;"""Oui""";Non renseigné
F;0;Private;Minivan;no;14.0;22/10/2021 22:52;complet;dev_integral;306.68;8966;"""Non""";"""60k+"""
F;0;Commercial;Panel Truck;yes;1.0;03/12/2021 10:28;complet;dev_integral;306.85;8967;"""Non""";"""0-20k"""
F;0;Commercial;Pickup;no;9.0;13/04/2021 16:50;complet;dev_integral;301.09;8968;"""Non""";"""0-20k"""
F;0;Commercial;Panel Truck;yes;13.0;01/11/2021 08:48;complet;dev_integral;312.24;8969;"""Non""";"""40_60k"""
M;0;Private;Sports Car;no;13.0;27/08/2019 12:42;complet;dev_integral;317.36;8970;"""Non""";"""60k+"""
M;0;Commercial;Pickup;no;14.0;24/04/2021 13:56;complet;dev_integral;325.73;8971;"""Non""";"""60k+"""
M;0;Private;Minivan;yes;18.0;12/04/2020 09:18;complet;dev_express;262.44;8972;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;11.0;22/02/2022 20:19;incomplet;dev_integral;334.43;8973;"""Non""";Non renseigné
M;1;Commercial;Panel Truck;no;10.0;19/09/2021 19:18;complet;dev_premium;506.5;8974;"""Oui""";"""60k+"""
F;0;Private;Minivan;no;10.0;01/07/2020 08:52;complet;dev_integral;317.18;8975;"""Non""";"""40_60k"""
F;0;Private;Minivan;yes;13.0;08/02/2020 18:21;complet;dev_vip;728.48;8976;"""Oui""";"""60k+"""
M;2;Private;Van;yes;19.0;24/02/2021 21:32;complet;dev_express;281.26;8977;"""Oui""";"""60k+"""
M;0;Commercial;Pickup;yes;10.0;29/11/2019 12:41;complet;dev_express;271.97;8978;"""Oui""";"""20_40k"""
M;0;Commercial;z_SUV;no;10.0;22/11/2019 07:53;complet;dev_express;279.27;8979;"""Oui""";"""20_40k"""
M;0;Private;Minivan;yes;13.0;10/09/2021 13:07;complet;dev_express;266.01;8980;"""Oui""";"""0-20k"""
